Review,Rating
"I am writing this review after using this product 1 months... I will describe it one by one
Pros and cons
PROS ---
1. Sound is too good in this prise
2. To get Best dolby sound with surround effect you should have DVD OR BLUE RAY PLAYER or TV with HD connection with out put of sound through OPTICAL CABLE.
3. You get active woofer in this prise as it has a woofer sound control in a remote
4. If you connect it with BT or audio cable you should use music mode in a remote to get sound from all ...
READ MORE",5
"Excellent audio quality. Thise people who complain bass is not good, please change your input.
Being 400watt it is the best in its class, and sound is crisp and clear.
Bass is well balanced and much deeper. Overall an excellent investment if you're looking for a good home theatre.
And yes, would have liked if the front speakers were separated from front left and front right and the separation of sound is almost none.",5
"sony ht20s is a good product, good bass, good sound quality, dolby digital is perfect",3
"Best Budget Home Theater. Bass is good as expected, satellite speaker wire was 10 mtr. which was a plus point. Ideal for 15ft. X 15ft. Room.",5
"Excellent Sounds charity, awesome Bluetooth connectivity, super bass sound effects ultimate Sony Home Theater 🔥🔥🔥 Vera Level speaker sounds enjoy it, Sony,.... Sony than",5
"In-spite of having two speakers, left and right it is a ""MONO"" speaker. Which means it will ""not"" give you full surround sound effect, or stereo-phonic effect. Sound quality is decent, with decent base. However, since there are two speakers L and R dont know why company did not make it stereophonic.

I tested it with multiple left - right channel audio, but both speaker give same sound without differentiating left or right.

It will function same like normal one speaker bluetooth devices you...
READ MORE",4
"Dam!! Awesome soundbar for this price range , really worth it. Sound clarity and bass is superb. One thing noticed that playback time could be little bit better than just 6hr..",5
"Product was delivered ahead of time in three days
The design build quality of the product is osm.
The sound n build quality of the product is excellent in this price range.This product is a bit lacking in bass but good for this price range
I m happy
N thnx ekart service...For deliverd quickly n before time",5
I have just received the Product and I'm making a sincere effort to give an honest opinion.,5
"Best product in this price super sound quality
@jyotisharma",5
Better sound clarity and balanced bass even with retro songs. I am using this speaker with fire TV device and watching movies experience with dolby sound is fantastic.,5
"If you are purchasing it for FM, do not purchase this.
This product has a very bad fm connection and if connected the sound is not at all clear even if in open space and connected with charging cable to gove it a support of antenna.
Speaker quality is ok ok in Bluetooth not as great with the name of company it comes from",5
"A super duper value for money product!
1) completely loaded with all the features of BT, SD card
2) beautiful finish
3) option to have it as a soundbar or as a BT Speaker
4) since it’s bigger in size. It has great space inside for air so 10w actually sounds like 20w of regular BT speaker
5) a German brand to rely on",5
".simply great value for every penny spent, very good sound quality for this size of sound bar. Multiple connectivity, elegant design and good battery backup. Didn't felt lack of stereo as the sound is very well tuned, clear and crisp. Good job Blaupunkt, keep it up.",5
Nice product Fast delivery good design voice clarity excellent good bass,5
"2 weeks of usage.

I am happy with the product. When it delivered slightly a hesitation came. Here is my genuine review or opinion.

Battery backup is awesome. Sound clarity is great. Bass is fair enough for me. Design is comfortable to hold and carry anywhere.

FM working flawlessly. obviously, reaching the threshold level in volume then feeling slight distortion. But I am not expecting that much from this product at this price.

So far no issues. Worth money. I am glad got some time to wri...
READ MORE",5
"Pros:
1. Amazing combination of bass and treble
2. Sturdy body
3. No sound distortion at max volume
4. Good haptic feedback on tactile buttons
5. FM control and scanning is smooth
6. Extra louder volume in USB and AUX mode
7. Decent charging speed and good backup if battery

Cons:
1. The body is made if shining plastic which attracts fingerprint smudges. Rugged or matte finish would have been better
2. Calls landing on the speaker while on Bluetooth mode is troublesome
3. No card slot

Tip...
READ MORE",5
"It Says That Its 10wats But Beleive Me Its 30wats.. I Was Amazed By The Sound,Bass And Treble.Thanks Portronics Pure Sound 3.. Really BOOMBASTIC... Blindly Go For It !!👍👍 REALLY AWESOME",5
awsome Soundbar feels rich qulity build....same sound...everything is 5 star only size aur small rahta to you can carry easily.....A sound quality is really nice in this price range... go ahead...don't think jyada....satisfied thanks to Flipkart to delivered before scheduled... love to buy on Flipkart in future...always...byee,4
need a remote with this...,4
"This is a great sound bar, and sufficiently enough to fill your room with great sound quality. What's more, look out for an deal time. I loved it and happy to get it for 960/- in the deal",5
